UP3,ULP,Jenis Asset,Nama Asset JTM,Penyulang,Konstruksi (e.g. TM1),Material Conductor,Kapasitas / Panjang,Alamat / Lokasi,Latitude,Longitude
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,GADING KIRANA_87,GADING KIRANA,TM1,A3CS,0,0,-7.42497,112.70654
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,GADING KIRANA_14,GADING KIRANA,TM1,A3CS,0,0,-7.42677,112.71497
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,GADING KIRANA_43,GADING KIRANA,TM8,A3CS,0,0,-7.42951,112.7096
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,GADING KIRANA_30,GADING KIRANA,TM1,A3CS,0,0,-7.42784,112.71122
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,GADING KIRANA_73,GADING KIRANA,TM10,A3CS,0,0,-7.42522,112.70755
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,GADING KIRANA_57,GADING KIRANA,TM11,A3CS,0,0,-7.42624,112.70867
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,GADING KIRANA_44,GADING KIRANA,GTT2T,A3CS,0,0,-7.42956,112.70974
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,GADING KIRANA_71,GADING KIRANA,TM8,A3CS,0,0,-7.42554,112.70813
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,GADING KIRANA_85,GADING KIRANA,TM10,A3CS,0,0,-7.42527,112.70713
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,GADING KIRANA_36,GADING KIRANA,TM1,A3CS,0,0,-7.42869,112.71086
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,GADING KIRANA_94,GADING KIRANA,GTT2,A3CS,0,0,-7.42879,112.71414
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,GADING KIRANA_84,GADING KIRANA,TM1,A3CS,0,0,-7.42542,112.70738
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,GADING KIRANA_28,GADING KIRANA,TM1,A3CS,0,0,-7.42825,112.7118
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,GADING KIRANA_15,GADING KIRANA,TM1,A3CS,0,0,-7.42673,112.71476
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,GADING KIRANA_27,GADING KIRANA,TM2,A3CS,0,0,-7.42846,112.71215
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,GADING KIRANA_52,GADING KIRANA,GTT2,A3CS,0,0,-7.42826,112.7101
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,GADING KIRANA_80,GADING KIRANA,TM1,A3CS,0,0,-7.42486,112.7085
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,GADING KIRANA_33,GADING KIRANA,TM1,A3CS,0,0,-7.42737,112.71031
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,GADING KIRANA_13,GADING KIRANA,TM11,A3CS,0,0,-7.42678,112.71518
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,GADING KIRANA_42,GADING KIRANA,TM1,A3CS,0,0,-7.42919,112.70969
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,GADING KIRANA_21,GADING KIRANA,TM1,A3CS,0,0,-7.42757,112.71379
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,GADING KIRANA_55,GADING KIRANA,TM1,A3CS,0,0,-7.4267,112.70932
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,GADING KIRANA_68,GADING KIRANA,TM1,A3CS,0,0,-7.42911,112.70705
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,GADING KIRANA_19,GADING KIRANA,TM1,A3CS,0,0,-7.42701,112.71395
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,GADING KIRANA_91,GADING KIRANA,TM8,A3CS,0,0,-7.42812,112.7141
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,GADING KIRANA_11,GADING KIRANA,TM10,A3CS,0,0,-7.42363,112.71626
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,GADING KIRANA_4,GADING KIRANA,TM1,A3CS,0,0,-7.42352,112.7176
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,GADING KIRANA_97,GADING KIRANA,TM1,A3CS,0,0,-7.42789,112.71454
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,GADING KIRANA_59,GADING KIRANA,TM8,A3CS,0,0,-7.42589,112.70799
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,GADING KIRANA_26,GADING KIRANA,TM2,A3CS,0,0,-7.42855,112.71255
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,GADING KIRANA_100,GADING KIRANA,GTT2,A3CS,0,0,-7.42788,112.71582
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,GADING KIRANA_83,GADING KIRANA,TM1,A3CS,0,0,-7.42555,112.70765
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,GADING KIRANA_2,GADING KIRANA,TM1,A3CS,0,0,-7.42331,112.7181
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,GADING KIRANA_35,GADING KIRANA,TM1,A3CS,0,0,-7.42841,112.71092
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,GADING KIRANA_145,GADING KIRANA,GTT2,A3CS,0,0,-7.43704,112.72981
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,GADING KIRANA_207,GADING KIRANA,TM1,A3CS,0,0,-7.43422,112.72146
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,GADING KIRANA_146,GADING KIRANA,TM1,A3CS,0,0,-7.43971,112.72792
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,GADING KIRANA_179,GADING KIRANA,GTT2,A3CS,0,0,-7.4375,112.72184
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,GADING KIRANA_198,GADING KIRANA,TM1,A3CS,0,0,-7.43143,112.72208
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,GADING KIRANA_205,GADING KIRANA,TM1,A3CS,0,0,-7.43362,112.7216
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,GADING KIRANA_147,GADING KIRANA,TM1,A3CS,0,0,-7.43965,112.72771
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,GADING KIRANA_192,GADING KIRANA,TM1,A3CS,0,0,-7.43911,112.72218
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,GADING KIRANA_171,GADING KIRANA,TM1,A3CS,0,0,-7.43794,112.72354
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,GADING KIRANA_104,GADING KIRANA,TM1,A3CS,0,0,-7.42834,112.717
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,GADING KIRANA_167,GADING KIRANA,TM2,A3CS,0,0,-7.43841,112.72508
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,GADING KIRANA_112,GADING KIRANA,TM10,A3CS,0,0,-7.42938,112.71912
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,GADING KIRANA_111,GADING KIRANA,TM1,A3CS,0,0,-7.42924,112.71884
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,GADING KIRANA_160,GADING KIRANA,GTT2,A3CS,0,0,-7.439,112.7265
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,GADING KIRANA_180,GADING KIRANA,TM1,A3CS,0,0,-7.43746,112.72169
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,GADING KIRANA_110,GADING KIRANA,TM1,A3CS,0,0,-7.42907,112.71855
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,GADING KIRANA_166,GADING KIRANA,TM1,A3CS,0,0,-7.43855,112.72535
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,GADING KIRANA_157,GADING KIRANA,TM1,A3CS,0,0,-7.43778,112.72697
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,GADING KIRANA_175,GADING KIRANA,TM8,A3CS,0,0,-7.43782,112.72295
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,GADING KIRANA_187,GADING KIRANA,GTT2,A3CS,0,0,-7.43925,112.72218
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,GADING KIRANA_199,GADING KIRANA,TM2,A3CS,0,0,-7.43185,112.722
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,GADING KIRANA_129,GADING KIRANA,TM8,A3CS,0,0,-7.44003,112.72953
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,GADING KIRANA_151,GADING KIRANA,TM8,A3CS,0,0,-7.43878,112.72663
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,GADING KIRANA_181,GADING KIRANA,TM1,A3CS,0,0,-7.43738,112.72143
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,GADING KIRANA_191,GADING KIRANA,GTT2,A3CS,0,0,-7.43926,112.72212
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,GADING KIRANA_210,GADING KIRANA,TM1,A3CS,0,0,-7.43528,112.72144
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,GADING KIRANA_121,GADING KIRANA,GTT2,A3CS,0,0,-7.42991,112.71997
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,GADING KIRANA_139,GADING KIRANA,TM1,A3CS,0,0,-7.43817,112.72881
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,GADING KIRANA_213,GADING KIRANA,TM1,A3CS,0,0,-7.43664,112.72112
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,GADING KIRANA_158,GADING KIRANA,TM1,A3CS,0,0,-7.4382,112.72684
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,GADING KIRANA_165,GADING KIRANA,TM11,A3CS,0,0,-7.43875,112.72564
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,GADING KIRANA_203,GADING KIRANA,TM1,A3CS,0,0,-7.43348,112.72165
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,GADING KIRANA_189,GADING KIRANA,TM11,A3CS,0,0,-7.43932,112.72221
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,GADING KIRANA_169,GADING KIRANA,GTT2T,A3CS,0,0,-7.43812,112.72421
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,GADING KIRANA_182,GADING KIRANA,PMS,A3CS,0,0,-7.43729,112.72111
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,GADING KIRANA_124,GADING KIRANA,TM10,A3CS,0,0,-7.43033,112.72195
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,GADING KIRANA_172,GADING KIRANA,TM1,A3CS,0,0,-7.43785,112.7232
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,GADING KIRANA_163,GADING KIRANA,TM10,A3CS,0,0,-7.4383161,112.72576
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,GADING KIRANA_159,GADING KIRANA,TM1,A3CS,0,0,-7.43902,112.72659
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,GADING KIRANA_130,GADING KIRANA,TM1,A3CS,0,0,-7.43995,112.72919
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,GADING KIRANA_131,GADING KIRANA,TM1,A3CS,0,0,-7.43987,112.72884
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,GADING KIRANA_196,GADING KIRANA,TM11,A3CS,0,0,-7.43815,112.72246
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,GADING KIRANA_132,GADING KIRANA,GTT2,A3CS,0,0,-7.4397487,112.7283546
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,GADING KIRANA_115,GADING KIRANA,TM11,A3CS,0,0,-7.43039,112.71892
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,GADING KIRANA_107,GADING KIRANA,TM8,A3CS,0,0,-7.42871,112.71793
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,GADING KIRANA_138,GADING KIRANA,TM1,A3CS,0,0,-7.43848,112.7287
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,GADING KIRANA_133,GADING KIRANA,TM1,A3CS,0,0,-7.4405414,112.7282559
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,GADING KIRANA_142,GADING KIRANA,TM1,A3CS,0,0,-7.43714,112.72918
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,GADING KIRANA_176,GADING KIRANA,GTT2,A3CS,0,0,-7.43772,112.72286
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,GADING KIRANA_206,GADING KIRANA,TM1,A3CS,0,0,-7.43384,112.72155
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,GADING KIRANA_185,GADING KIRANA,GTT2,A3CS,0,0,-7.4394,112.72192
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,GADING KIRANA_155,GADING KIRANA,GTT2,A3CS,0,0,-7.43714,112.72723
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,GADING KIRANA_135,GADING KIRANA,TM10,A3CS,0,0,-7.43953,112.7283
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,GADING KIRANA_178,GADING KIRANA,TM1,A3CS,0,0,-7.43761,112.72224
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,GADING KIRANA_212,GADING KIRANA,TM1,A3CS,0,0,-7.43618,112.72119
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,GADING KIRANA_202,GADING KIRANA,TM5,A3CS,0,0,-7.43311,112.72174
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,GADING KIRANA_108,GADING KIRANA,GTT2,A3CS,0,0,-7.42875,112.71786
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,GADING KIRANA_149,GADING KIRANA,TM2,A3CS,0,0,-7.43941,112.72708
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,GADING KIRANA_197,GADING KIRANA,TM10,A3CS,0,0,-7.43097,112.72218
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,GADING KIRANA_137,GADING KIRANA,TM1,A3CS,0,0,-7.43884,112.72855
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,GADING KIRANA_153,GADING KIRANA,TM10,A3CS,0,0,-7.43858,112.72661
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,GADING KIRANA_173,GADING KIRANA,TM10,A3CS,0,0,-7.43779,112.72306
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,GADING KIRANA_214,GADING KIRANA,TM10,A3CS,0,0,-7.43703,112.72103
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,GADING KIRANA_114,GADING KIRANA,TM1,A3CS,0,0,-7.42999,112.71903
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,GADING KIRANA_148,GADING KIRANA,GTT2,A3CS,0,0,-7.43955,112.72741
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,GADING KIRANA_177,GADING KIRANA,TM8,A3CS,0,0,-7.43771,112.7226
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,GADING KIRANA_150,GADING KIRANA,TM1,A3CS,0,0,-7.43921,112.72686
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,GADING KIRANA_120,GADING KIRANA,TM2,A3CS,0,0,-7.42987,112.71986
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,GADING KIRANA_136,GADING KIRANA,TM1,A3CS,0,0,-7.43916,112.72844
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,GADING KIRANA_201,GADING KIRANA,TM1,A3CS,0,0,-7.43269,112.72189
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,GADING KIRANA_122,GADING KIRANA,TM1,A3CS,0,0,-7.42997,112.72029
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,GADING KIRANA_193,GADING KIRANA,TM1,A3CS,0,0,-7.43879,112.72229
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,GADING KIRANA_123,GADING KIRANA,TM1,A3CS,0,0,-7.43004,112.72068
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,GADING KIRANA_188,GADING KIRANA,GTT2,A3CS,0,0,-7.43927,112.72218
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,GADING KIRANA_127,GADING KIRANA,TM1,A3CS,0,0,-7.44011,112.72992
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,GADING KIRANA_183,GADING KIRANA,GTT2,A3CS,0,0,-7.439246,112.721678
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,GADING KIRANA_126,GADING KIRANA,GTT2,A3CS,0,0,-7.4402,112.73022
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,GADING KIRANA_119,GADING KIRANA,TM11,A3CS,0,0,-7.43032,112.71956
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,GADING KIRANA_200,GADING KIRANA,TM2,A3CS,0,0,-7.4323,112.72201
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,GADING KIRANA_190,GADING KIRANA,GTT2,A3CS,0,0,-7.43929,112.72212
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,GADING KIRANA_168,GADING KIRANA,TM5,A3CS,0,0,-7.43823,112.72461
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,GADING KIRANA_116,GADING KIRANA,TM1,A3CS,0,0,-7.42977,112.71938
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,GADING KIRANA_113,GADING KIRANA,TM8,A3CS,0,0,-7.4296,112.7191
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,GADING KIRANA_156,GADING KIRANA,TM1,A3CS,0,0,-7.43739,112.72711
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,GADING KIRANA_186,GADING KIRANA,TM8,A3CS,0,0,-7.43936,112.72203
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,GADING KIRANA_209,GADING KIRANA,TM1,A3CS,0,0,-7.43476,112.72142
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,GADING KIRANA_211,GADING KIRANA,TM5,A3CS,0,0,-7.43576,112.72131
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,GADING KIRANA_162,GADING KIRANA,GTT2,A3CS,0,0,-7.4382494,112.7257626
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,GADING KIRANA_204,GADING KIRANA,TM1,A3CS,0,0,-7.43358,112.72162
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,GADING KIRANA_144,GADING KIRANA,GTT2,A3CS,0,0,-7.43686,112.72927
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,GADING KIRANA_105,GADING KIRANA,TM10,A3CS,0,0,-7.42853,112.7174
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,GADING KIRANA_140,GADING KIRANA,TM1,A3CS,0,0,-7.4378,112.72892
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,GADING KIRANA_109,GADING KIRANA,GTT2,A3CS,0,0,-7.42889,112.71826
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,GADING KIRANA_174,GADING KIRANA,GTT2,A3CS,0,0,-7.43776,112.72303
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,GADING KIRANA_195,GADING KIRANA,TM1,A3CS,0,0,-7.43827,112.72245
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,GADING KIRANA_128,GADING KIRANA,GTT2,A3CS,0,0,-7.44006,112.72961
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,GADING KIRANA_152,GADING KIRANA,TM10,A3CS,0,0,-7.43862,112.72667
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,GADING KIRANA_141,GADING KIRANA,TM1,A3CS,0,0,-7.43745,112.72907
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,GADING KIRANA_106,GADING KIRANA,TM10,A3CS,0,0,-7.4285,112.71747
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,GADING KIRANA_164,GADING KIRANA,TM1,A3CS,0,0,-7.4387,112.72565
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,GADING KIRANA_184,GADING KIRANA,GTT2,A3CS,0,0,-7.43944,112.72191
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,GADING KIRANA_143,GADING KIRANA,TM10,A3CS,0,0,-7.4369,112.72925
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,GADING KIRANA_208,GADING KIRANA,TM5,A3CS,0,0,-7.43463,112.7214
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,GADING KIRANA_117,GADING KIRANA,TM8,A3CS,0,0,-7.4298797,112.720065
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,GADING KIRANA_154,GADING KIRANA,TM10,A3CS,0,0,-7.4371033,112.7271374
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,GADING KIRANA_125,GADING KIRANA,TM10,A3CS,0,0,-7.43072,112.72185
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,GADING KIRANA_134,GADING KIRANA,TM8,A3CS,0,0,-7.43981,112.72834
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,GADING KIRANA_170,GADING KIRANA,TM1,A3CS,0,0,-7.43804,112.7239
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,GADING KIRANA_161,GADING KIRANA,GTT1,A3CS,0,0,-7.4382196,112.7258506
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,GADING KIRANA_194,GADING KIRANA,TM1,A3CS,0,0,-7.43841,112.72241
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,GEMURUNG_16,GEMURUNG,TM1,A3CS,0,0,-7.42539,112.7304
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,GEMURUNG_24,GEMURUNG,TMMVTIC,A3CS,0,0,-7.42612,112.73229
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,GEMURUNG_40,GEMURUNG,TM5,A3CS,0,0,-7.42697,112.73608
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,GEMURUNG_23,GEMURUNG,TM11,A3CS,0,0,-7.42608,112.73217
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,GEMURUNG_35,GEMURUNG,TM1,A3CS,0,0,-7.42752,112.73489
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,GEMURUNG_21,GEMURUNG,TM1,A3CS,0,0,-7.42587,112.73165
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,GEMURUNG_14,GEMURUNG,TM5,A3CS,0,0,-7.42515,112.72977
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,GEMURUNG_11,GEMURUNG,TM1,A3CS,0,0,-7.42494,112.72919
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,GEMURUNG_4,GEMURUNG,TM1,A3CS,0,0,-7.42431,112.72743
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,GEMURUNG_20,GEMURUNG,TM1,A3CS,0,0,-7.4258,112.73141
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,GEMURUNG_33,GEMURUNG,TM1,A3CS,0,0,-7.42729,112.73435
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,GEMURUNG_8,GEMURUNG,TM1,A3CS,0,0,-7.42467,112.72843
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,GEMURUNG_31,GEMURUNG,TM1,A3CS,0,0,-7.42698,112.73387
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,GEMURUNG_22,GEMURUNG,TM1,A3CS,0,0,-7.42599,112.73189
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,GEMURUNG_32,GEMURUNG,TM5,A3CS,0,0,-7.42713,112.734
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,GEMURUNG_7,GEMURUNG,TM1,A3CS,0,0,-7.4246,112.7282
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,GEMURUNG_19,GEMURUNG,TM1,A3CS,0,0,-7.42571,112.73119
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,GEMURUNG_27,GEMURUNG,TM11,A3CS,0,0,-7.42638,112.73289
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,GEMURUNG_29,GEMURUNG,TM2,A3CS,0,0,-7.42656,112.73341
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,GEMURUNG_12,GEMURUNG,TM1,A3CS,0,0,-7.425,112.72934
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,GEMURUNG_2,GEMURUNG,TM1,A3CS,0,0,-7.42407,112.72657
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,GEMURUNG_28,GEMURUNG,TM1,A3CS,0,0,-7.42645,112.73314
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,GEMURUNG_5,GEMURUNG,TM1,A3CS,0,0,-7.42436,112.72758
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,GEMURUNG_34,GEMURUNG,TM1,A3CS,0,0,-7.42738,112.73457
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,GEMURUNG_25,GEMURUNG,TMMVTIC,A3CS,0,0,-7.42619,112.73239
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,GEMURUNG_10,GEMURUNG,PMS,A3CS,0,0,-7.42487,112.72898
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,GEMURUNG_17,GEMURUNG,TM1,A3CS,0,0,-7.42551,112.73068
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,GEMURUNG_39,GEMURUNG,TM1,A3CS,0,0,-7.42741,112.73598
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,GEMURUNG_3,GEMURUNG,TM1,A3CS,0,0,-7.4242,112.72701
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,GEMURUNG_38,GEMURUNG,TM10,A3CS,0,0,-7.42789,112.73584
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,GEMURUNG_9,GEMURUNG,TM1,A3CS,0,0,-7.42477,112.72867
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,GEMURUNG_37,GEMURUNG,TM1,A3CS,0,0,-7.4278,112.73557
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,GEMURUNG_13,GEMURUNG,TM1,A3CS,0,0,-7.4251,112.72963
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,GEMURUNG_36,GEMURUNG,TM1,A3CS,0,0,-7.4277,112.73531
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,GEMURUNG_18,GEMURUNG,TM1,A3CS,0,0,-7.42559,112.73092
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,GEMURUNG_6,GEMURUNG,TM1,A3CS,0,0,-7.42445,112.72783
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,GEMURUNG_1,GEMURUNG,TM11,A3CS,0,0,-7.42393,112.72627
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,GEMURUNG_15,GEMURUNG,TM1,A3CS,0,0,-7.42525,112.73002
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,GEMURUNG_26,GEMURUNG,TMMVTIC,A3CS,0,0,-7.42632,112.73272
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,GEMURUNG_30,GEMURUNG,TM1,A3CS,0,0,-7.42679,112.7337
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,GEMURUNG_119,GEMURUNG,TM2,A3CS,0,0,-7.41217,112.74505
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,GEMURUNG_114,GEMURUNG,TM2,A3CS,0,0,-7.41168,112.74295
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,GEMURUNG_87,GEMURUNG,TM1,A3CS,0,0,-7.41455,112.74034
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,GEMURUNG_63,GEMURUNG,TM8,A3CS,0,0,-7.42311,112.73808
